,Price,Volume,AttractorLoaded
0,99.9,7,True
1,99.85000000000001,8,True
2,99.95,5,True
3,99.75,5,True
4,100.0,4,True
5,100.15,6,True
6,100.10000000000001,6,True
7,100.2,5,True
8,100.45,4,True
9,100.4,6,True
10,100.2,4,True
11,100.4,4,True
12,100.35000000000001,9,True
13,100.35000000000001,6,True
14,100.2,4,True
15,100.2,7,True
16,100.5,3,True
17,100.2,4,True
18,100.25,7,True
19,100.15,7,True
20,100.10000000000001,7,True
21,100.10000000000001,6,True
22,100.30000000000001,3,True
23,100.25000000000001,7,True
24,100.15000000000002,6,True
25,99.95000000000002,5,True
26,100.15000000000002,5,True
27,100.20000000000002,6,True
28,100.10000000000002,7,True
29,99.60000000000002,3,True
30,99.50000000000003,4,True
31,99.80000000000003,5,True
32,99.80000000000003,7,True
33,99.65000000000002,5,True
34,99.50000000000001,4,True
35,99.25000000000001,5,True
36,99.20000000000002,6,True
37,99.30000000000001,7,True
38,99.25000000000001,8,True
39,99.00000000000001,5,True
40,99.30000000000001,4,True
41,99.15,8,True
42,99.15,8,True
43,99.25,5,True
44,98.85,4,True
45,98.64999999999999,4,True
46,98.64999999999999,8,True
47,98.64999999999999,8,True
48,98.89999999999999,6,True
49,98.69999999999999,4,True
50,98.69999999999999,5,True
51,98.85,6,True
52,99.19999999999999,3,True
53,99.24999999999999,7,True
54,99.34999999999998,7,True
55,99.29999999999998,6,True
56,99.04999999999998,3,True
57,99.09999999999998,6,True
58,98.89999999999998,6,True
59,98.59999999999998,5,True
60,98.64999999999998,7,True
61,98.64999999999998,7,True
62,98.79999999999998,4,True
63,98.64999999999998,6,True
64,98.59999999999998,5,True
65,99.09999999999998,3,True
66,99.54999999999998,3,True
67,99.54999999999998,5,True
68,99.34999999999998,5,True
69,99.14999999999998,5,True
70,98.94999999999997,6,True
71,98.79999999999997,4,True
72,98.94999999999997,7,True
73,98.84999999999998,4,True
74,98.69999999999997,6,True
75,98.64999999999998,6,True
76,98.64999999999998,5,True
77,98.54999999999998,7,True
78,98.19999999999999,3,True
79,98.1,6,True
80,98.0,6,True
81,97.85,7,True
82,98.05,3,True
83,98.2,4,True
84,98.3,7,True
85,98.2,7,True
86,98.15,7,True
87,98.0,5,True
88,98.2,7,True
89,98.45,5,True
90,98.45,5,True
91,98.7,4,True
92,98.45,6,True
93,98.25,4,True
94,98.05,4,True
95,97.95,6,True
96,97.8,6,True
97,97.7,4,True
98,97.65,6,True
99,97.4,6,True
100,97.30000000000001,7,True
101,97.55000000000001,6,True
102,97.60000000000001,6,True
103,97.80000000000001,6,True
104,97.85000000000001,7,True
105,97.9,6,True
106,98.0,5,True
107,98.1,7,True
108,98.35,5,True
109,98.35,7,True
110,98.75,3,True
111,98.5,4,True
112,98.5,6,True
113,98.55,6,True
114,98.64999999999999,6,True
115,98.74999999999999,7,True
116,98.54999999999998,6,True
117,98.49999999999999,6,True
118,98.59999999999998,6,True
119,98.74999999999999,5,True
120,98.94999999999999,5,True
121,98.89999999999999,6,True
122,98.64999999999999,5,True
123,98.85,4,True
124,99.05,5,True
125,99.14999999999999,6,True
126,99.44999999999999,5,True
127,99.44999999999999,6,True
128,99.35,7,True
129,99.55,5,True
130,99.45,5,True
131,99.45,7,True
132,99.10000000000001,4,True
133,99.25000000000001,4,True
134,99.35000000000001,6,True
135,99.50000000000001,6,True
136,99.40000000000002,7,True
137,99.20000000000002,6,True
138,99.25000000000001,6,True
139,99.45000000000002,6,True
140,99.40000000000002,8,True
141,99.45000000000002,8,True
142,99.65000000000002,6,True
143,99.45000000000002,6,True
144,99.30000000000001,7,True
145,99.05000000000001,4,True
146,98.95000000000002,4,True
147,98.80000000000001,5,True
148,98.65,7,True
149,98.7,7,True
150,98.45,6,True
151,98.5,6,True
152,98.45,7,True
153,98.25,5,True
154,98.1,5,True
155,97.69999999999999,3,True
156,97.64999999999999,5,True
157,97.6,5,True
158,97.6,6,True
159,97.8,6,True
160,97.89999999999999,5,True
161,98.14999999999999,3,True
162,97.89999999999999,5,True
163,97.99999999999999,7,True
164,98.14999999999999,6,True
165,98.1,7,True
166,98.1,7,True
167,98.0,6,True
168,97.8,5,True
169,97.39999999999999,4,True
170,97.05,4,True
171,97.05,6,True
172,96.8,4,True
173,96.64999999999999,5,True
174,97.14999999999999,4,True
175,97.1,3,True
176,97.19999999999999,5,True
177,97.1,9,True
178,97.0,6,True
179,97.1,5,True
180,97.1,9,True
181,96.85,4,True
182,96.8,9,True
183,96.45,4,True
184,96.4,8,True
185,96.30000000000001,4,True
186,96.50000000000001,5,True
187,96.80000000000001,5,True
188,97.00000000000001,4,True
189,97.20000000000002,6,True
190,96.70000000000002,1,True
191,96.70000000000002,8,True
192,96.80000000000001,5,True
193,96.85000000000001,7,True
194,97.00000000000001,8,True
195,97.00000000000001,7,True
196,97.10000000000001,6,True
197,97.15,7,True
198,97.05000000000001,5,True
199,97.05000000000001,5,True
