datetime,open,high,low,close,volume
2020-05-21 20:30:00,129.42,131.76,128.83,128.98,932393.0
2020-05-22 20:30:00,128.43,129.71,125.74,129.42,889050.0
2020-05-26 20:30:00,132.95,136.68,132.47,133.13,969115.0
2020-05-27 20:30:00,134.55,137.17,134.21,136.23,806166.0
2020-05-28 20:30:00,138.0,138.0,132.73,134.3,891254.0
2020-05-29 20:30:00,133.97,133.97,131.55,133.19,1589557.0
2020-06-01 20:30:00,132.36,132.99,130.95,131.02,801446.0
2020-06-02 20:30:00,130.94,135.26,130.52,133.93,859436.0
2020-06-03 20:30:00,135.77,138.015,135.73,136.81,736956.0
2020-06-04 20:30:00,135.96,137.53,134.37,135.76,815107.0
2020-06-05 20:30:00,138.5,139.0,137.1,137.86,974226.0
2020-06-08 20:30:00,134.41,136.61,133.35,135.57,1031421.0
2020-06-09 20:30:00,134.25,135.875,131.91,134.57,1083743.0
2020-06-10 20:30:00,134.43,135.09,132.11,133.52,1379752.0
2020-06-11 20:30:00,131.39,131.665,125.68,126.25,1321405.0
2020-06-12 20:30:00,129.83,130.19,124.53,126.85,720636.0
2020-06-15 20:30:00,123.97,128.04,123.66,127.34,780047.0
2020-06-16 20:30:00,131.66,132.79,127.09,129.05,962885.0
2020-06-17 20:30:00,130.57,131.15,128.22,128.65,470336.0
2020-06-18 20:30:00,127.81,129.68,127.33,128.53,666333.0
2020-06-19 20:30:00,130.86,131.62,125.91,126.09,1266420.0
2020-06-22 20:30:00,124.96,126.72,122.8527,125.07,1181122.0
2020-06-23 20:30:00,126.72,126.72,123.07,123.31,886280.0
2020-06-24 20:30:00,121.17,123.81,119.595,122.07,1121207.0
2020-06-25 20:30:00,121.9,122.67,120.05,122.4,693567.0
2020-06-26 20:30:00,121.88,121.88,118.89,119.05,858718.0
2020-06-29 20:30:00,120.08,123.42,119.73,121.88,686385.0
2020-06-30 20:30:00,121.6,123.18,120.0,122.46,1085375.0
2020-07-01 20:30:00,122.0,124.35,121.7,124.17,819362.0
2020-07-02 20:30:00,125.86,127.49,125.38,126.88,960345.0
2020-07-06 20:30:00,127.81,128.78,125.83,128.2,876574.0
