,Price,Volume,AttractorLoaded
0,99.75,4,True
1,99.7,4,True
2,99.7,7,True
3,99.8,7,True
4,99.89999999999999,5,True
5,99.64999999999999,5,True
6,99.49999999999999,5,True
7,99.44999999999999,5,True
8,99.44999999999999,7,True
9,99.19999999999999,5,True
10,99.29999999999998,6,True
11,99.09999999999998,5,True
12,98.79999999999998,4,True
13,98.64999999999998,3,True
14,98.44999999999997,5,True
15,98.24999999999997,4,True
16,98.44999999999997,5,True
17,98.39999999999998,7,True
18,98.59999999999998,4,True
19,98.79999999999998,6,True
20,98.69999999999999,4,True
21,99.1,2,True
22,99.0,6,True
23,99.35,5,True
24,99.5,4,True
25,99.5,6,True
26,99.85,5,True
27,99.85,7,True
28,99.94999999999999,6,True
29,100.19999999999999,5,True
30,100.04999999999998,7,True
31,100.34999999999998,3,True
32,100.04999999999998,4,True
33,99.84999999999998,5,True
34,99.59999999999998,4,True
35,99.79999999999998,5,True
36,100.04999999999998,5,True
37,100.14999999999998,5,True
38,99.99999999999997,7,True
39,99.84999999999997,6,True
40,99.59999999999997,6,True
41,99.69999999999996,5,True
42,99.44999999999996,4,True
43,99.44999999999996,6,True
44,99.29999999999995,7,True
45,99.29999999999995,7,True
46,99.34999999999995,7,True
47,99.79999999999995,3,True
48,99.79999999999995,6,True
49,99.79999999999995,7,True
50,99.54999999999995,3,True
51,99.39999999999995,6,True
52,99.14999999999995,4,True
53,99.19999999999995,7,True
54,99.49999999999994,4,True
55,99.49999999999994,8,True
56,99.64999999999995,6,True
57,99.49999999999994,6,True
58,99.69999999999995,6,True
59,99.84999999999995,8,True
60,99.84999999999995,8,True
61,99.99999999999996,6,True
62,100.19999999999996,6,True
63,100.29999999999995,6,True
64,100.34999999999995,6,True
65,100.09999999999995,3,True
66,100.04999999999995,7,True
67,99.84999999999995,6,True
68,99.99999999999996,5,True
69,99.69999999999996,4,True
70,99.69999999999996,6,True
71,99.49999999999996,6,True
72,99.04999999999995,3,True
73,99.29999999999995,4,True
74,99.29999999999995,8,True
75,99.34999999999995,7,True
76,99.59999999999995,6,True
77,99.64999999999995,7,True
78,99.74999999999994,4,True
79,99.59999999999994,5,True
80,100.04999999999994,2,True
81,100.29999999999994,5,True
82,100.19999999999995,6,True
83,99.99999999999994,6,True
84,100.19999999999995,4,True
85,99.94999999999995,4,True
86,99.64999999999995,3,True
87,99.79999999999995,6,True
88,99.89999999999995,6,True
89,100.19999999999995,5,True
90,100.34999999999995,6,True
91,100.54999999999995,6,True
92,100.39999999999995,5,True
93,100.09999999999995,5,True
94,99.94999999999995,5,True
95,100.19999999999995,5,True
96,100.39999999999995,4,True
97,100.19999999999995,5,True
98,100.39999999999995,6,True
99,100.14999999999995,5,True
100,99.94999999999995,5,True
101,100.04999999999994,4,True
102,99.79999999999994,5,True
103,99.94999999999995,5,True
104,99.84999999999995,7,True
105,99.99999999999996,6,True
106,99.89999999999996,4,True
107,99.79999999999997,4,True
108,99.84999999999997,7,True
109,99.84999999999997,7,True
110,99.89999999999996,6,True
111,100.24999999999996,5,True
112,100.39999999999996,5,True
113,100.19999999999996,5,True
114,100.34999999999997,5,True
115,100.29999999999997,8,True
116,100.24999999999997,8,True
117,100.34999999999997,7,True
118,100.34999999999997,9,True
119,100.24999999999997,6,True
120,100.19999999999997,6,True
121,100.19999999999997,7,True
122,100.34999999999998,5,True
123,100.29999999999998,6,True
124,100.49999999999999,5,True
125,100.49999999999999,8,True
126,100.59999999999998,5,True
127,100.49999999999999,6,True
128,100.59999999999998,6,True
129,101.04999999999998,3,True
130,101.29999999999998,4,True
131,100.99999999999999,3,True
132,101.19999999999999,4,True
133,101.1,7,True
134,101.19999999999999,5,True
135,101.04999999999998,6,True
136,101.09999999999998,6,True
137,100.99999999999999,5,True
138,101.09999999999998,5,True
139,101.19999999999997,5,True
140,100.99999999999997,4,True
141,100.94999999999997,4,True
142,100.94999999999997,7,True
143,101.04999999999997,7,True
144,101.19999999999997,6,True
145,101.29999999999997,4,True
146,101.09999999999997,5,True
147,101.14999999999996,7,True
148,101.34999999999997,6,True
149,101.39999999999996,7,True
150,101.24999999999996,7,True
151,101.44999999999996,4,True
152,101.29999999999995,6,True
153,100.99999999999996,4,True
154,100.94999999999996,6,True
155,100.34999999999997,2,True
156,100.24999999999997,8,True
157,100.29999999999997,6,True
158,100.39999999999996,7,True
159,100.49999999999996,6,True
160,100.24999999999996,4,True
161,100.24999999999996,8,True
162,100.39999999999996,5,True
163,100.49999999999996,6,True
164,100.49999999999996,6,True
165,100.24999999999996,4,True
166,100.34999999999995,8,True
167,100.19999999999995,5,True
168,100.04999999999994,4,True
169,99.99999999999994,6,True
170,100.29999999999994,3,True
171,100.14999999999993,4,True
172,99.84999999999994,4,True
173,99.74999999999994,7,True
174,99.79999999999994,6,True
175,99.59999999999994,5,True
176,99.29999999999994,4,True
177,99.39999999999993,6,True
178,99.44999999999993,7,True
179,99.49999999999993,6,True
180,99.54999999999993,6,True
181,99.39999999999992,4,True
182,99.59999999999992,4,True
183,99.54999999999993,8,True
184,99.49999999999993,7,True
185,99.49999999999993,8,True
186,99.54999999999993,7,True
187,99.14999999999992,4,True
188,99.24999999999991,4,True
189,99.04999999999991,7,True
190,99.04999999999991,7,True
191,98.84999999999991,6,True
192,98.54999999999991,3,True
193,98.49999999999991,6,True
194,98.69999999999992,6,True
195,98.54999999999991,4,True
196,98.54999999999991,7,True
197,98.69999999999992,5,True
198,98.89999999999992,3,True
199,98.89999999999992,7,True
