,Price,Volume,AttractorLoaded
0,100.05,7,True
1,99.89999999999999,5,True
2,99.99999999999999,7,True
3,100.09999999999998,7,True
4,99.84999999999998,7,True
5,100.04999999999998,2,True
6,100.14999999999998,6,True
7,100.44999999999997,2,True
8,100.39999999999998,7,True
9,100.39999999999998,7,True
10,100.29999999999998,6,True
11,100.29999999999998,6,True
12,100.24999999999999,7,True
13,100.34999999999998,6,True
14,100.59999999999998,4,True
15,100.64999999999998,6,True
16,100.54999999999998,6,True
17,100.49999999999999,8,True
18,100.74999999999999,4,True
19,100.59999999999998,6,True
20,100.39999999999998,3,True
21,100.79999999999998,3,True
22,101.14999999999998,3,True
23,101.29999999999998,4,True
24,101.39999999999998,4,True
25,101.14999999999998,3,True
26,101.04999999999998,8,True
27,101.14999999999998,7,True
28,100.89999999999998,3,True
29,101.04999999999998,3,True
30,100.99999999999999,7,True
31,100.84999999999998,5,True
32,100.49999999999999,4,True
33,100.44999999999999,8,True
34,100.44999999999999,7,True
35,100.35,7,True
36,100.14999999999999,5,True
37,100.24999999999999,5,True
38,100.24999999999999,6,True
39,100.34999999999998,5,True
40,100.24999999999999,7,True
41,100.49999999999999,7,True
42,100.64999999999999,5,True
43,100.55,5,True
44,100.35,6,True
45,100.25,6,True
46,100.2,8,True
47,100.3,5,True
48,100.35,6,True
49,100.39999999999999,7,True
50,100.1,4,True
51,99.85,5,True
52,99.94999999999999,3,True
53,99.89999999999999,5,True
54,99.74999999999999,6,True
55,99.74999999999999,7,True
56,99.99999999999999,2,True
57,100.44999999999999,3,True
58,100.39999999999999,6,True
59,100.44999999999999,7,True
60,100.24999999999999,4,True
61,100.19999999999999,7,True
62,100.1,5,True
63,100.25,6,True
64,100.35,6,True
65,100.25,6,True
66,99.85,3,True
67,99.85,7,True
68,100.05,5,True
69,100.14999999999999,8,True
70,100.19999999999999,5,True
71,100.29999999999998,6,True
72,100.34999999999998,6,True
73,100.44999999999997,7,True
74,100.64999999999998,4,True
75,100.64999999999998,7,True
76,100.39999999999998,5,True
77,100.19999999999997,6,True
78,99.89999999999998,2,True
79,99.94999999999997,5,True
80,100.04999999999997,6,True
81,99.84999999999997,5,True
82,99.84999999999997,6,True
83,99.74999999999997,7,True
84,99.54999999999997,5,True
85,99.44999999999997,7,True
86,99.79999999999997,5,True
87,99.74999999999997,6,True
88,99.54999999999997,5,True
89,99.39999999999996,7,True
90,99.59999999999997,7,True
91,99.74999999999997,7,True
92,99.79999999999997,6,True
93,99.94999999999997,6,True
94,100.14999999999998,4,True
95,100.09999999999998,6,True
96,100.19999999999997,4,True
97,100.44999999999997,5,True
98,100.54999999999997,5,True
99,100.84999999999997,3,True
100,101.04999999999997,4,True
101,100.89999999999996,4,True
102,100.79999999999997,6,True
103,100.84999999999997,8,True
104,100.84999999999997,9,True
105,100.64999999999996,5,True
106,100.59999999999997,5,True
107,100.39999999999996,4,True
108,100.34999999999997,7,True
109,100.09999999999997,5,True
110,100.29999999999997,6,True
111,100.29999999999997,9,True
112,100.29999999999997,7,True
113,100.14999999999996,7,True
114,100.14999999999996,7,True
115,100.24999999999996,6,True
116,100.04999999999995,4,True
117,99.89999999999995,4,True
118,99.79999999999995,5,True
119,99.54999999999995,4,True
120,99.54999999999995,6,True
121,99.44999999999996,5,True
122,99.44999999999996,7,True
123,99.69999999999996,5,True
124,99.84999999999997,4,True
125,100.14999999999996,4,True
126,100.24999999999996,6,True
127,99.99999999999996,5,True
128,100.44999999999996,3,True
129,100.54999999999995,6,True
130,100.59999999999995,7,True
131,100.34999999999995,3,True
132,100.44999999999995,6,True
133,100.19999999999995,5,True
134,100.09999999999995,7,True
135,99.99999999999996,7,True
136,100.09999999999995,5,True
137,100.49999999999996,2,True
138,100.29999999999995,5,True
139,100.29999999999995,7,True
140,99.94999999999996,3,True
141,99.94999999999996,7,True
142,100.34999999999997,3,True
143,100.89999999999996,4,True
144,100.79999999999997,8,True
145,100.74999999999997,8,True
146,100.59999999999997,5,True
147,100.44999999999996,6,True
148,100.49999999999996,6,True
149,100.24999999999996,4,True
150,100.54999999999995,4,True
151,100.24999999999996,3,True
152,100.34999999999995,5,True
153,100.44999999999995,8,True
154,100.54999999999994,5,True
155,100.59999999999994,5,True
156,100.69999999999993,4,True
157,100.59999999999994,5,True
158,100.64999999999993,7,True
159,100.69999999999993,7,True
160,100.79999999999993,6,True
161,100.59999999999992,6,True
162,100.69999999999992,7,True
163,100.44999999999992,5,True
164,100.49999999999991,6,True
165,100.19999999999992,5,True
166,100.24999999999991,7,True
167,99.99999999999991,4,True
168,99.79999999999991,6,True
169,100.04999999999991,5,True
170,100.04999999999991,7,True
171,100.09999999999991,7,True
172,100.1999999999999,7,True
173,100.09999999999991,7,True
174,99.9499999999999,6,True
175,100.09999999999991,7,True
176,99.99999999999991,5,True
177,99.79999999999991,5,True
178,99.79999999999991,8,True
179,99.6499999999999,5,True
180,99.4999999999999,7,True
181,99.5999999999999,5,True
182,99.5499999999999,6,True
183,99.4999999999999,6,True
184,99.4999999999999,6,True
185,99.3999999999999,6,True
186,99.4499999999999,6,True
187,99.3999999999999,7,True
188,98.8999999999999,3,True
189,98.8999999999999,6,True
190,98.6999999999999,4,True
191,98.59999999999991,6,True
192,98.49999999999991,5,True
193,98.59999999999991,3,True
194,98.54999999999991,7,True
195,98.69999999999992,7,True
196,98.54999999999991,6,True
197,98.54999999999991,6,True
198,98.59999999999991,6,True
199,98.59999999999991,7,True
